Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL2386912,2,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OCc4cn(CCCCCCC(=O)NO)nn4)ccc3nc2-1,IC50,=,1046,nM,CHEMBL2390789,Inhibition of HDAC8 in human HeLa cells using Fluor-de-Lys as substrate after 15 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2384964,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3308376
CHEMBL3317813,1,C[C@@]12CSC(=N1)c1csc(n1)CNC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](CC(=O)O)NC2=O,Inhibition,,,%,CHEMBL3366149,Inhibition of HDAC8 (unknown origin) up to 1 uM incubated at 37 degC for 30 mins,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3352389,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL1808272,0,COc1ccc(NC(=O)[C@H](Cc2ccc(OCC(=O)NO)cc2)NC(=O)c2ccccc2)cc1,IC50,=,87,nM,CHEMBL1811683,Inhibition of HDAC8 using fluorogenic Boc-Lys (acetyl)-AMC as substrate after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1806484,1,Scientific Literature,Bioorg Med Chem,2011,None
CHEMBL1808378,0,COc1ccc(NC(=O)[C@H](Cc2ccc(OCC(=O)NO)cc2)NC(=O)CCc2ccccc2)cc1,IC50,=,90,nM,CHEMBL1811683,Inhibition of HDAC8 using fluorogenic Boc-Lys (acetyl)-AMC as substrate after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1806484,1,Scientific Literature,Bioorg Med Chem,2011,None
CHEMBL2401847,0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]2(O)c1cn(CCCCCCCC(=O)NO)nn1,IC50,=,20000,nM,CHEMBL2406451,Inhibition of human recombinant HDAC8 after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL2401729,1,Scientific Literature,J Med Chem,2013,None
CHEMBL4299370,None,CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@](O)(CN(C)Cc3ccc(-c4cn(CCCCCCC(=O)NO)nn4)cc3)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@]1(C)O,IC50,=,1840,nM,CHEMBL3737282,Inhibition of recombinant HDAC8 (unknown origin) expressed in Escherichia coli BL21(DE3) after 60 mins using trichostatin A by label-free mass spectrometry-based SAMDI assay,B,BAO_0000019,assay format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3734738,1,Scientific Literature,Bioorg Med Chem,2015,None
CHEMBL4299470,None,CC[C@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)Cc3ccc(-c4cn(CCCCCC(=O)NO)nn4)cc3)[C@@H]2O)[C@@](C)(O)C[C@H](C)CN(C)[C@@H](C)[C@H](O)[C@@]1(C)O,IC50,=,644,nM,CHEMBL3737282,Inhibition of recombinant HDAC8 (unknown origin) expressed in Escherichia coli BL21(DE3) after 60 mins using trichostatin A by label-free mass spectrometry-based SAMDI assay,B,BAO_0000019,assay format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3734738,1,Scientific Literature,Bioorg Med Chem,2015,None
CHEMBL3771174,0,Cc1ccc(-c2nc(C(=O)NO)co2)cc1,IC50,=,33890,nM,CHEMBL3771761,Inhibition of human HDAC8 using Z-L-Lys(eta-trifluoroacetyl)-AMC as substrate after 90 mins by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3769396,1,Scientific Literature,J Med Chem,2016,None
CHEMBL3769938,0,O=C(NO)c1noc(-c2ccc(-c3ccccc3)cc2)n1,Inhibition,=,62,%,CHEMBL3771765,Inhibition of human HDAC8 at 100 uM using Z-L-Lys(eta-trifluoroacetyl)-AMC as substrate after 90 mins by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3769396,1,Scientific Literature,J Med Chem,2016,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,240,nM,CHEMBL3795919,Inhibition of human recombinant C-terminal His-tagged HDAC8 (1 to 377 residues) expressed in insect cells using RHK-K(Ac)-AMC as substrate incubated for 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3792283,1,Scientific Literature,Eur J Med Chem,2016,None
CHEMBL591494,0,COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2)cc1.Cl,IC50,=,5570,nM,CHEMBL1067670,Inhibition of HDAC8 expressed in Escherichia coli assessed as Boc-Lys (acetyl)-AMC substrate hydrolysis by fluorimetric assay,B,BAO_0000019,assay format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1157625,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL599461,0,Cc1ccccc1NC(=O)[C@@H]1Cc2ccc(OCC(=O)NO)cc2CN1C(=O)OC(C)(C)C,IC50,=,4000,nM,CHEMBL1067670,Inhibition of HDAC8 expressed in Escherichia coli assessed as Boc-Lys (acetyl)-AMC substrate hydrolysis by fluorimetric assay,B,BAO_0000019,assay format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1157625,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL1098067,0,CCN1CCC[C@@H](n2c(Cc3ccccc3)nc(C)c2-c2cccc(/C=C/C(=O)NO)c2)C1,IC50,=,100,nM,CHEMBL1113907,Inhibition of human recombinant HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1158589,1,Scientific Literature,Bioorg Med Chem Lett,2010,None
CHEMBL1095450,0,Cc1c(-c2ccccc2)nc(-c2cccc(/C=C/C(=O)NO)c2)n1CCN1CCOCC1,IC50,=,79,nM,CHEMBL1113907,Inhibition of human recombinant HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1158589,1,Scientific Literature,Bioorg Med Chem Lett,2010,None
CHEMBL1096432,0,Cc1nc(-c2cccc(/C=C/C(=O)NO)c2)n(CCN2CCOCC2)c1-c1ccccc1,IC50,=,79,nM,CHEMBL1113907,Inhibition of human recombinant HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1158589,1,Scientific Literature,Bioorg Med Chem Lett,2010,None
CHEMBL1096433,1,Cc1nc(-c2cccc(/C=C/C(=O)NO)c2)n(CCc2ccccc2)c1-c1ccccc1,IC50,=,25,nM,CHEMBL1113907,Inhibition of human recombinant HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1158589,1,Scientific Literature,Bioorg Med Chem Lett,2010,None
CHEMBL1095119,0,CCN1CCC[C@@H](n2c(-c3cccc(/C=C/C(=O)NO)c3)nc(C)c2-c2ccccc2)C1,IC50,=,50,nM,CHEMBL1113907,Inhibition of human recombinant HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1158589,1,Scientific Literature,Bioorg Med Chem Lett,2010,None
CHEMBL3884044,1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCCCCC(=O)NO)cc2)cc1,IC50,=,226,nM,CHEMBL3876954,Inhibition of HDAC8 (unknown origin) after 2.5 hrs by SAMDI mass spectroscopic analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3875218,1,Scientific Literature,Bioorg Med Chem,2017,None
CHEMBL3884118,0,COc1ccc2c(c1)c(CC(=O)NCCCCCC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,=,345,nM,CHEMBL3876954,Inhibition of HDAC8 (unknown origin) after 2.5 hrs by SAMDI mass spectroscopic analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3875218,1,Scientific Literature,Bioorg Med Chem,2017,None
CHEMBL1099057,0,O=C(/C=C/c1cccc(-c2nc3ccccc3n2CCN2CCCCC2)c1)NO,IC50,=,100,nM,CHEMBL1113907,Inhibition of human recombinant HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1158589,1,Scientific Literature,Bioorg Med Chem Lett,2010,None
CHEMBL1099058,0,O=C(/C=C/c1cccc(-c2nc3ccccc3n2CCN2CCCC2)c1)NO,IC50,=,63,nM,CHEMBL1113907,Inhibition of human recombinant HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1158589,1,Scientific Literature,Bioorg Med Chem Lett,2010,None
CHEMBL1094793,0,C[C@@H](c1ccccc1)n1c(-c2cccc(/C=C/C(=O)NO)c2)nc2ccccc21,IC50,=,16,nM,CHEMBL1113907,Inhibition of human recombinant HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1158589,1,Scientific Literature,Bioorg Med Chem Lett,2010,None
CHEMBL3798481,0,O=C(NO)c1ccc2ccccc2n1,IC50,=,582.3,nM,CHEMBL3803862,Inhibition of recombinant human HDAC8 using Fluor de Lys as substrate preincubated for 90 mins followed by BML-KI176 addition measured after 45 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3797085,1,Scientific Literature,J Med Chem,2016,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,1524,nM,CHEMBL954938,Inhibition of HDAC8,B,BAO_0000357,single protein format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1150413,1,Scientific Literature,J Med Chem,2008,None
CHEMBL520056,0,O=C(CCCCCCC(=O)Nc1cccc(-c2cnnn2-c2ccccc2)c1)NO,IC50,=,942,nM,CHEMBL954938,Inhibition of HDAC8,B,BAO_0000357,single protein format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1150413,1,Scientific Literature,J Med Chem,2008,None
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,
CHEMBL1767031,0,CNC(=O)/C(CCCCCCC(=O)Nc1cnc2ccccc2c1)=N\O,IC50,>,100000,nM,CHEMBL1767518,Inhibition of human HDAC8 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None
CHEMBL1767034,0,CNC(=O)/C(CCCCCCC(=O)Nc1ccc(-c2ccccc2)cc1)=N\O,IC50,>,100000,nM,CHEMBL1767518,Inhibition of human HDAC8 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None
CHEMBL1767038,0,CNC(=O)/C(CCCCCCC(=O)Nc1cccc(-c2cccnc2)c1)=N\O,IC50,=,76700,nM,CHEMBL1767518,Inhibition of human HDAC8 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None
CHEMBL1767041,0,CNC(=O)/C(CCCCCCNC(=O)c1cc(-c2cccc(NC(=O)OC(C)(C)C)c2)on1)=N/O,IC50,>,100000,nM,CHEMBL1767518,Inhibition of human HDAC8 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None
CHEMBL1767043,0,CNC(=O)/C(CCCCCCNC(=O)c1cc(-c2cccc(N)c2)on1)=N/O,IC50,>,100000,nM,CHEMBL1767518,Inhibition of human HDAC8 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None
CHEMBL100282,0,COc1ccc(N)c(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1,IC50,=,4600,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL541000,0,Cn1cc(C(=O)Cl)cc1/C=C/C(=O)NO,IC50,=,9650,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL539664,0,Cn1cc(C=O)cc1CCC(=O)NO,IC50,=,52560,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2235664,0,COc1ccc(CS(=O)(=O)Nc2ccc(/C=C\C(=O)NO)cc2)cc1,IC50,=,60,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL97384,0,O=C(/C=C/c1ccc(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1)NO,IC50,=,600,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL318642,0,O=C(/C=C/c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1)NO,IC50,=,75,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2235661,0,CC(CCc1ccc(NS(=O)(=O)c2ccccc2)cc1)CC(=O)NO,IC50,=,17000,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL97860,0,O=C(CCCc1ccc(NS(=O)(=O)c2ccccc2)cc1)NO,IC50,=,1000,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2235659,0,O=C(CCCCCCCC(O)c1ccc2ccccc2c1)NO,IC50,=,35,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2235262,0,O=C(CCCCCCC/C(=N\O)c1ccc(-c2ccccc2)cc1)NO,IC50,=,4,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2235257,0,COc1ccc(C(=O)CCCCCCCC(=O)NO)cc1,IC50,=,15,nM,CHEMBL3047468,Inhibition of Homo sapiens (human) HDAC8,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3045730,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL336935,0,O=CN(O)CCCCCC(C(=O)Nc1ccc2ncccc2c1)C(=O)Nc1ccc2ncccc2c1,IC50,=,800,nM,CHEMBL695893,Inhibition of Histone deacetylase 8 (HDAC8) of HeLa nuclear extracts,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1137945,1,Scientific Literature,Bioorg Med Chem Lett,2004,None
CHEMBL3415448,0,O=C(NO)c1ccc(OC2CCN(c3ccccc3)C2=O)cc1,IC50,=,4920,nM,CHEMBL3420550,Inhibition of HDAC8 (unknown origin) using RHK(Ac)K(Ac)AMC as substrate,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3414430,1,Scientific Literature,J Med Chem,2015,None
CHEMBL3415452,0,O=C(NO)c1ccc(NC2CCN(CCc3ccccc3)C2=O)cc1,IC50,=,260,nM,CHEMBL3420550,Inhibition of HDAC8 (unknown origin) using RHK(Ac)K(Ac)AMC as substrate,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3414430,1,Scientific Literature,J Med Chem,2015,None
CHEMBL3415621,0,N#Cc1ccc(N2CCC(Nc3ccc(C(=O)NO)cc3)C2=O)cc1,IC50,=,160,nM,CHEMBL3420550,Inhibition of HDAC8 (unknown origin) using RHK(Ac)K(Ac)AMC as substrate,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3414430,1,Scientific Literature,J Med Chem,2015,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,232,nM,CHEMBL3421283,Inhibition of His-tagged HDAC8 (unknown origin) expressed in Escherichia coli BL21(DE3) after 60 mins by MALDI mass spectrometry,B,BAO_0000019,assay format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3414552,1,Scientific Literature,Eur J Med Chem,2015,None
CHEMBL3415959,0,Nc1nc2ncc(CNc3ccc(C(=O)NO)cc3)nc2c(=O)[nH]1,IC50,=,581,nM,CHEMBL3421283,Inhibition of His-tagged HDAC8 (unknown origin) expressed in Escherichia coli BL21(DE3) after 60 mins by MALDI mass spectrometry,B,BAO_0000019,assay format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3414552,1,Scientific Literature,Eur J Med Chem,2015,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Ki,=,700,nM,CHEMBL3382540,Inhibition of human recombinant HDAC8 using [Ac-Leu-Gly-Lys(Ac)-AMC substrate incubated for 15 to 30 mins,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3351463,1,Scientific Literature,J Med Chem,2014,None
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,73100,nM,CHEMBL1670520,Inhibition of HDAC8 by fluorescence assay,B,BAO_0000357,single protein format,None,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL1667837,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL2018302,0,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,=,854,nM,CHEMBL3388106,Inhibition of full length C-terminal 6x-His tagged human HDAC8 using Arg-His-Lys(Ac)-Lys(Ac) substrate incubated for 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,CHEMBL3351349,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
